Sales,Ship Mode,Segment,Region,Category,Sub-Category,Order Date,Ship Date,days_to_ship
783.96,Standard Class,Consumer,East,Technology,Phones,2015-03-11,2015-07-11,122.0
48.896,Standard Class,Consumer,East,Office Supplies,Binders,2015-03-11,2015-07-11,122.0
7.856,Standard Class,Consumer,East,Office Supplies,Binders,2015-03-11,2015-07-11,122.0
113.52,First Class,Corporate,Central,Technology,Accessories,2016-09-03,2016-12-03,91.0
359.88,First Class,Corporate,Central,Technology,Phones,2016-09-03,2016-12-03,91.0
25.344,Same Day,Consumer,South,Office Supplies,Paper,2018-02-06,2018-03-06,28.0
100.94,Standard Class,Consumer,East,Office Supplies,Appliances,2018-07-11,2018-11-11,123.0
63.882,First Class,Consumer,East,Furniture,Chairs,2015-08-07,2015-10-07,61.0
683.144,Standard Class,Consumer,Central,Furniture,Chairs,2015-07-11,2015-12-11,153.0
1.476,Standard Class,Consumer,Central,Office Supplies,Binders,2015-07-11,2015-12-11,153.0
40.712,Standard Class,Consumer,Central,Office Supplies,Supplies,2015-07-11,2015-12-11,153.0
17.94,First Class,Consumer,West,Office Supplies,Paper,2017-08-05,2017-10-05,61.0
463.248,Standard Class,Consumer,Central,Office Supplies,Appliances,2016-07-04,2016-11-04,123.0
383.952,Standard Class,Consumer,Central,Technology,Accessories,2016-07-04,2016-11-04,123.0
44.856,Same Day,Home Office,West,Office Supplies,Binders,2017-10-07,2017-11-07,31.0
69.52,Standard Class,Corporate,South,Office Supplies,Storage,2015-01-11,2015-08-11,212.0
5.64,Standard Class,Corporate,South,Office Supplies,Art,2015-01-11,2015-08-11,212.0
245.88,Standard Class,Consumer,Central,Office Supplies,Appliances,2015-07-11,2015-12-11,153.0
36.63,Standard Class,Consumer,Central,Office Supplies,Storage,2015-07-11,2015-12-11,153.0
22.58,Standard Class,Consumer,Central,Office Supplies,Storage,2015-07-11,2015-12-11,153.0
12.39,Standard Class,Consumer,Central,Office Supplies,Binders,2015-07-11,2015-12-11,153.0
39.92,Standard Class,Home Office,West,Office Supplies,Binders,2018-05-10,2018-10-10,153.0
61.96,Standard Class,Home Office,West,Office Supplies,Paper,2018-05-10,2018-10-10,153.0
19.936,Standard Class,Home Office,West,Office Supplies,Binders,2018-05-10,2018-10-10,153.0
3.798,First Class,Consumer,East,Office Supplies,Binders,2018-01-06,2018-03-06,59.0
27.744,First Class,Consumer,East,Office Supplies,Paper,2018-01-06,2018-03-06,59.0
158.376,First Class,Consumer,East,Technology,Phones,2018-01-06,2018-03-06,59.0
14.96,First Class,Consumer,East,Office Supplies,Fasteners,2017-07-11,2017-09-11,62.0
7.184,First Class,Corporate,West,Office Supplies,Binders,2015-04-04,2015-05-04,30.0
119.8,Standard Class,Corporate,East,Technology,Accessories,2015-02-12,2015-07-12,150.0
61.568,Standard Class,Home Office,South,Office Supplies,Storage,2015-03-10,2015-09-10,184.0
6.192,Standard Class,Home Office,South,Office Supplies,Art,2015-03-10,2015-09-10,184.0
5.32,Second Class,Corporate,South,Office Supplies,Envelopes,2018-02-11,2018-05-11,89.0
975.92,Second Class,Corporate,South,Furniture,Chairs,2018-02-11,2018-05-11,89.0
2249.91,Second Class,Corporate,South,Technology,Accessories,2018-02-11,2018-05-11,89.0
59.92,Second Class,Corporate,South,Office Supplies,Storage,2018-02-11,2018-05-11,89.0
25.92,Standard Class,Consumer,East,Office Supplies,Binders,2018-07-03,2018-12-03,153.0
91.59,Standard Class,Consumer,East,Office Supplies,Labels,2018-07-03,2018-12-03,153.0
674.058,Second Class,Corporate,Central,Furniture,Chairs,2015-01-12,2015-03-12,59.0
67.144,Second Class,Consumer,Central,Office Supplies,Art,2018-09-10,2018-11-10,61.0
254.058,Second Class,Consumer,Central,Furniture,Chairs,2018-09-10,2018-11-10,61.0
173.94,Standard Class,Corporate,East,Furniture,Bookcases,2017-02-01,2017-07-01,150.0
231.98,Standard Class,Corporate,East,Technology,Phones,2017-02-01,2017-07-01,150.0
19.44,Standard Class,Home Office,East,Office Supplies,Paper,2018-01-12,2018-06-12,151.0
897.15,Standard Class,Home Office,East,Furniture,Chairs,2018-01-12,2018-06-12,151.0
57.75,First Class,Consumer,East,Office Supplies,Art,2015-02-09,2015-03-09,28.0
14.94,First Class,Consumer,East,Office Supplies,Paper,2015-02-09,2015-03-09,28.0
96.08,First Class,Consumer,West,Office Supplies,Paper,2017-05-09,2017-06-09,31.0
11.68,First Class,Consumer,West,Office Supplies,Binders,2017-05-09,2017-06-09,31.0
4.36,First Class,Consumer,West,Office Supplies,Fasteners,2017-05-09,2017-06-09,31.0
29.24,Standard Class,Consumer,West,Office Supplies,Labels,2015-04-10,2015-09-10,153.0
69.48,Second Class,Corporate,West,Office Supplies,Appliances,2018-08-12,2018-12-12,122.0
48.712,First Class,Consumer,West,Furniture,Chairs,2015-07-03,2015-08-03,31.0
17.94,First Class,Consumer,West,Office Supplies,Art,2015-07-03,2015-08-03,31.0
242.94,First Class,Consumer,West,Office Supplies,Storage,2015-07-03,2015-08-03,31.0
128.85,Second Class,Home Office,East,Technology,Phones,2016-02-08,2016-05-08,90.0
8.4,Second Class,Home Office,East,Office Supplies,Paper,2016-02-08,2016-05-08,90.0
199.98,Second Class,Home Office,East,Technology,Accessories,2016-02-08,2016-05-08,90.0
110.98,Second Class,Home Office,East,Furniture,Chairs,2016-02-08,2016-05-08,90.0
207.984,First Class,Corporate,South,Furniture,Chairs,2017-06-11,2017-09-11,92.0
36.112,First Class,Corporate,South,Office Supplies,Paper,2017-06-11,2017-09-11,92.0
35.568,First Class,Corporate,South,Furniture,Furnishings,2017-06-11,2017-09-11,92.0
88.768,First Class,Corporate,South,Office Supplies,Paper,2017-06-11,2017-09-11,92.0
12.9,Standard Class,Home Office,West,Office Supplies,Paper,2017-07-11,2017-12-11,153.0
21.36,First Class,Consumer,East,Office Supplies,Binders,2016-07-12,2016-09-12,62.0
6.688,First Class,Consumer,East,Office Supplies,Binders,2016-07-12,2016-09-12,62.0
773.94,First Class,Consumer,East,Technology,Phones,2016-07-12,2016-09-12,62.0
84.84,Second Class,Consumer,West,Office Supplies,Storage,2017-06-11,2017-10-11,122.0
7.24,Standard Class,Corporate,South,Office Supplies,Fasteners,2016-06-09,2016-10-09,122.0
14.4,Same Day,Consumer,East,Office Supplies,Labels,2015-03-09,2015-03-09,0.0
52.064,Standard Class,Home Office,East,Office Supplies,Binders,2015-04-11,2015-10-11,183.0
79.99,Standard Class,Home Office,West,Technology,Accessories,2018-07-05,2018-12-05,153.0
10.56,Standard Class,Consumer,West,Office Supplies,Paper,2017-07-10,2017-12-10,153.0
239.976,Second Class,Consumer,Central,Technology,Accessories,2015-02-09,2015-07-09,150.0
653.55,Standard Class,Corporate,West,Furniture,Tables,2015-06-04,2015-12-04,183.0
33.9,Standard Class,Corporate,West,Technology,Accessories,2015-06-04,2015-12-04,183.0
199.836,First Class,Corporate,East,Furniture,Tables,2016-11-07,2016-12-07,30.0
716.0,First Class,Corporate,East,Technology,Phones,2016-11-07,2016-12-07,30.0
221.06,First Class,Corporate,East,Office Supplies,Binders,2016-11-07,2016-12-07,30.0
24.4,Standard Class,Corporate,East,Office Supplies,Envelopes,2016-07-11,2016-11-11,123.0
398.4,Second Class,Consumer,Central,Technology,Accessories,2016-03-01,2016-08-01,153.0
7.056,Second Class,Consumer,Central,Office Supplies,Art,2016-03-01,2016-08-01,153.0
1352.3976,Second Class,Consumer,Central,Furniture,Bookcases,2016-03-01,2016-08-01,153.0
26.4,First Class,Consumer,West,Office Supplies,Paper,2016-08-09,2016-11-09,92.0
41.88,First Class,Consumer,West,Office Supplies,Storage,2016-08-09,2016-11-09,92.0
99.846,Standard Class,Consumer,East,Office Supplies,Binders,2017-03-04,2017-07-04,122.0
699.98,Second Class,Consumer,South,Technology,Phones,2017-05-12,2017-07-12,61.0
584.82,Second Class,Consumer,South,Office Supplies,Storage,2017-05-12,2017-07-12,61.0
43.98,Standard Class,Consumer,Central,Office Supplies,Binders,2016-08-05,2016-12-05,122.0
377.97,Standard Class,Consumer,Central,Technology,Phones,2016-08-05,2016-12-05,122.0
123.96,Standard Class,Consumer,Central,Furniture,Furnishings,2016-08-05,2016-12-05,122.0
549.99,Standard Class,Home Office,Central,Technology,Copiers,2015-08-08,2015-12-08,122.0
167.535,Standard Class,Home Office,Central,Office Supplies,Appliances,2015-08-08,2015-12-08,122.0
38.34,Standard Class,Home Office,Central,Office Supplies,Envelopes,2015-08-08,2015-12-08,122.0
53.88,Standard Class,Home Office,Central,Furniture,Furnishings,2015-08-08,2015-12-08,122.0
299.98,Standard Class,Home Office,Central,Technology,Phones,2015-08-08,2015-12-08,122.0
62.8,Same Day,Consumer,West,Office Supplies,Storage,2016-05-11,2016-05-11,0.0
35.168,Standard Class,Consumer,South,Technology,Accessories,2017-08-09,2017-12-09,122.0
64.704,Standard Class,Consumer,South,Office Supplies,Paper,2017-08-09,2017-12-09,122.0
105.52,Second Class,Corporate,East,Office Supplies,Paper,2017-06-06,2017-09-06,92.0
466.158,Standard Class,Corporate,East,Technology,Phones,2016-05-03,2016-09-03,123.0
10.312,Standard Class,Corporate,East,Technology,Accessories,2016-05-03,2016-09-03,123.0
2.556,Standard Class,Corporate,East,Office Supplies,Binders,2016-05-03,2016-09-03,123.0
7.968,First Class,Corporate,West,Office Supplies,Paper,2018-04-08,2018-07-08,91.0
8.784,First Class,Corporate,West,Office Supplies,Envelopes,2018-04-08,2018-07-08,91.0
14.016,Standard Class,Consumer,Central,Office Supplies,Appliances,2015-06-12,2015-10-12,122.0
214.95,Standard Class,Consumer,Central,Furniture,Tables,2015-06-12,2015-10-12,122.0
35.04,Standard Class,Consumer,Central,Technology,Phones,2015-06-12,2015-10-12,122.0
10.776,Standard Class,Consumer,Central,Furniture,Furnishings,2015-06-12,2015-10-12,122.0
4.6,Standard Class,Consumer,Central,Office Supplies,Binders,2015-06-12,2015-10-12,122.0
35.168,Standard Class,Consumer,Central,Office Supplies,Storage,2015-06-12,2015-10-12,122.0
19.152,Standard Class,Home Office,West,Office Supplies,Binders,2016-07-08,2016-12-08,153.0
232.55,Standard Class,Corporate,South,Office Supplies,Storage,2015-04-04,2015-08-04,122.0
99.98,Standard Class,Corporate,South,Technology,Accessories,2015-04-04,2015-08-04,122.0
19.44,Standard Class,Corporate,South,Office Supplies,Paper,2015-04-04,2015-08-04,122.0
12.96,Standard Class,Corporate,South,Office Supplies,Paper,2015-04-04,2015-08-04,122.0
119.9,Standard Class,Consumer,West,Technology,Accessories,2016-08-11,2016-12-11,122.0
1317.492,Standard Class,Consumer,East,Furniture,Chairs,2017-01-04,2017-05-04,120.0
63.84,Standard Class,Consumer,East,Office Supplies,Supplies,2017-01-04,2017-05-04,120.0
3.592,Standard Class,Consumer,East,Office Supplies,Binders,2017-01-04,2017-05-04,120.0
86.26,Standard Class,Consumer,West,Furniture,Furnishings,2018-02-02,2018-07-02,150.0
139.04,Standard Class,Consumer,West,Office Supplies,Storage,2018-02-02,2018-07-02,150.0
46.8,Standard Class,Consumer,West,Office Supplies,Appliances,2018-02-02,2018-07-02,150.0
67.78,Second Class,Corporate,West,Office Supplies,Storage,2018-06-03,2018-10-03,122.0
28.4,First Class,Consumer,Central,Office Supplies,Binders,2016-07-08,2016-08-08,31.0
212.94,First Class,Consumer,Central,Furniture,Furnishings,2016-07-08,2016-08-08,31.0
170.352,Standard Class,Consumer,West,Furniture,Chairs,2016-06-07,2016-11-07,153.0
3.408,First Class,Corporate,West,Office Supplies,Art,2016-08-03,2016-10-03,61.0
53.248,First Class,Consumer,West,Office Supplies,Binders,2017-05-11,2017-08-11,92.0
23.16,Standard Class,Consumer,West,Office Supplies,Envelopes,2018-05-05,2018-09-05,123.0
3930.072,Standard Class,Consumer,Central,Office Supplies,Supplies,2017-03-03,2017-08-03,153.0
2.304,Standard Class,Consumer,Central,Office Supplies,Fasteners,2017-03-03,2017-08-03,153.0
431.976,Standard Class,Consumer,Central,Technology,Phones,2017-03-03,2017-08-03,153.0
41.72,Standard Class,Consumer,Central,Technology,Accessories,2017-03-03,2017-08-03,153.0
498.26,Same Day,Consumer,Central,Furniture,Chairs,2018-01-09,2018-01-09,0.0
3.318,Standard Class,Corporate,Central,Office Supplies,Binders,2018-04-08,2018-08-08,122.0
136.464,Second Class,Corporate,West,Furniture,Tables,2017-02-08,2017-04-08,59.0
333.576,Second Class,Corporate,West,Technology,Phones,2017-02-08,2017-04-08,59.0
12.544,Second Class,Corporate,West,Office Supplies,Binders,2017-02-08,2017-04-08,59.0
43.5,Second Class,Consumer,West,Technology,Accessories,2018-03-11,2018-05-11,61.0
107.648,Second Class,Home Office,West,Office Supplies,Binders,2015-07-03,2015-11-03,123.0
99.372,Second Class,Corporate,East,Furniture,Chairs,2016-05-03,2016-07-03,61.0
33.568,Second Class,Corporate,East,Furniture,Furnishings,2016-05-03,2016-07-03,61.0
38.88,Standard Class,Consumer,West,Office Supplies,Paper,2018-03-01,2018-08-01,153.0
35.2,First Class,Consumer,West,Office Supplies,Paper,2018-09-10,2018-11-10,61.0
196.776,First Class,Home Office,Central,Technology,Phones,2015-07-09,2015-10-09,92.0
2.92,First Class,Home Office,Central,Office Supplies,Binders,2015-07-09,2015-10-09,92.0
200.795,First Class,Home Office,Central,Furniture,Tables,2015-07-09,2015-10-09,92.0
46.688,First Class,Home Office,Central,Technology,Accessories,2015-07-09,2015-10-09,92.0
21.864,First Class,Home Office,Central,Office Supplies,Art,2015-07-09,2015-10-09,92.0
32.36,Same Day,Consumer,West,Furniture,Furnishings,2018-11-09,2018-11-09,0.0
406.6,Same Day,Consumer,West,Office Supplies,Appliances,2018-11-09,2018-11-09,0.0
715.2,Second Class,Consumer,East,Furniture,Chairs,2016-07-11,2016-09-11,62.0
13.48,Standard Class,Consumer,Central,Technology,Accessories,2018-07-09,2018-11-09,123.0
85.52,Standard Class,Consumer,Central,Office Supplies,Storage,2018-07-10,2018-12-10,153.0
6.16,Standard Class,Corporate,Central,Furniture,Furnishings,2016-05-09,2016-10-09,153.0
36.84,Standard Class,Corporate,Central,Office Supplies,Paper,2016-05-09,2016-10-09,153.0
21.24,First Class,Consumer,West,Office Supplies,Envelopes,2018-05-05,2018-06-05,31.0
9.552,First Class,Consumer,West,Office Supplies,Binders,2018-05-05,2018-06-05,31.0
89.991,First Class,Consumer,West,Furniture,Bookcases,2018-05-05,2018-06-05,31.0
89.568,Standard Class,Consumer,Central,Office Supplies,Paper,2018-04-03,2018-09-03,153.0
187.056,Standard Class,Consumer,South,Furniture,Chairs,2017-02-05,2017-08-05,181.0
11.808,First Class,Home Office,South,Furniture,Furnishings,2018-02-10,2018-05-10,89.0
9.656,First Class,Home Office,South,Furniture,Furnishings,2018-02-10,2018-05-10,89.0
20.736,First Class,Home Office,South,Office Supplies,Paper,2018-02-10,2018-05-10,89.0
27.36,First Class,Home Office,South,Office Supplies,Binders,2018-02-10,2018-05-10,89.0
2314.116,First Class,Home Office,South,Furniture,Tables,2018-02-10,2018-05-10,89.0
34.236,First Class,Home Office,South,Office Supplies,Binders,2018-02-10,2018-05-10,89.0
19.76,First Class,Home Office,South,Furniture,Furnishings,2018-02-10,2018-05-10,89.0
16.9,Standard Class,Consumer,West,Office Supplies,Art,2016-04-12,2016-09-12,153.0
25.08,Standard Class,Consumer,West,Furniture,Furnishings,2016-04-12,2016-09-12,153.0
19.44,Second Class,Consumer,West,Office Supplies,Paper,2015-06-01,2015-08-01,61.0
31.92,Standard Class,Consumer,Central,Technology,Phones,2016-05-03,2016-09-03,123.0
63.94,Standard Class,Consumer,East,Furniture,Furnishings,2017-04-09,2017-08-09,122.0
60.6,Standard Class,Consumer,East,Office Supplies,Binders,2017-04-09,2017-08-09,122.0
22.72,Standard Class,Consumer,East,Office Supplies,Supplies,2017-04-09,2017-08-09,122.0
32.34,Standard Class,Corporate,Central,Office Supplies,Binders,2016-04-01,2016-10-01,183.0
39.9,Standard Class,Corporate,Central,Office Supplies,Paper,2016-04-01,2016-10-01,183.0
41.92,Standard Class,Corporate,Central,Office Supplies,Paper,2017-06-09,2017-12-09,183.0
329.584,Standard Class,Corporate,Central,Technology,Phones,2017-06-09,2017-12-09,183.0
87.28,First Class,Corporate,South,Office Supplies,Binders,2017-03-09,2017-06-09,92.0
16.36,Standard Class,Consumer,West,Technology,Accessories,2015-05-08,2015-11-08,184.0
15.78,Standard Class,Consumer,West,Office Supplies,Storage,2015-05-08,2015-11-08,184.0
45.98,Standard Class,Consumer,West,Office Supplies,Art,2015-05-08,2015-11-08,184.0
720.76,First Class,Corporate,Central,Office Supplies,Storage,2018-09-06,2018-10-06,30.0
273.96,Standard Class,Corporate,Central,Furniture,Furnishings,2018-08-04,2018-12-04,122.0
306.9,Standard Class,Corporate,Central,Furniture,Furnishings,2018-08-04,2018-12-04,122.0
348.488,First Class,Corporate,East,Office Supplies,Envelopes,2015-05-12,2015-07-12,61.0
172.736,First Class,Corporate,East,Office Supplies,Storage,2015-05-12,2015-07-12,61.0
25.92,Second Class,Corporate,Central,Office Supplies,Paper,2017-05-09,2017-07-09,61.0
15.808,Second Class,Corporate,Central,Office Supplies,Fasteners,2017-05-09,2017-07-09,61.0
10.368,Second Class,Corporate,Central,Office Supplies,Paper,2017-05-09,2017-07-09,61.0
26.352,Second Class,Corporate,West,Office Supplies,Binders,2018-10-11,2018-12-11,61.0
15.36,Second Class,Corporate,Central,Office Supplies,Binders,2015-06-10,2015-08-10,61.0
26.4,Second Class,Corporate,South,Office Supplies,Paper,2018-03-11,2018-05-11,61.0
1649.95,First Class,Consumer,West,Technology,Accessories,2017-03-12,2017-06-12,92.0
111.9,First Class,Consumer,West,Furniture,Furnishings,2017-03-12,2017-06-12,92.0
46.53,First Class,Home Office,West,Office Supplies,Storage,2017-02-09,2017-04-09,59.0
31.984,First Class,Consumer,South,Furniture,Furnishings,2015-05-09,2015-07-09,61.0
19.52,First Class,Corporate,South,Furniture,Furnishings,2015-05-07,2015-08-07,92.0
9.81,First Class,Corporate,South,Office Supplies,Binders,2015-05-07,2015-08-07,92.0
213.216,First Class,Corporate,South,Furniture,Furnishings,2015-05-07,2015-08-07,92.0
588.784,Standard Class,Consumer,East,Office Supplies,Binders,2017-04-04,2017-09-04,153.0
13.344,Second Class,Consumer,West,Office Supplies,Binders,2018-04-09,2018-06-09,61.0
1478.272,Second Class,Consumer,West,Furniture,Tables,2018-04-09,2018-06-09,61.0
23.976,Second Class,Corporate,South,Technology,Phones,2018-01-04,2018-04-04,90.0
6.264,Second Class,Corporate,South,Office Supplies,Labels,2018-01-04,2018-04-04,90.0
20.808,Second Class,Corporate,South,Office Supplies,Appliances,2018-01-04,2018-04-04,90.0
218.352,Second Class,Corporate,South,Furniture,Chairs,2018-01-04,2018-04-04,90.0
7.656,Standard Class,Corporate,East,Office Supplies,Binders,2016-04-09,2016-08-09,122.0
3.312,Standard Class,Corporate,East,Furniture,Furnishings,2018-02-11,2018-06-11,120.0
20.136,Standard Class,Corporate,East,Office Supplies,Appliances,2018-02-11,2018-06-11,120.0
8.856,Standard Class,Corporate,East,Office Supplies,Envelopes,2018-02-11,2018-06-11,120.0
859.2,Standard Class,Corporate,East,Technology,Phones,2018-02-11,2018-06-11,120.0
61.96,Same Day,Consumer,West,Office Supplies,Paper,2017-08-10,2017-08-10,0.0
145.9,Standard Class,Consumer,West,Furniture,Furnishings,2016-08-10,2016-12-10,122.0
239.96,Standard Class,Corporate,East,Furniture,Chairs,2018-04-12,2018-09-12,153.0
54.768,Standard Class,Corporate,East,Furniture,Furnishings,2018-04-12,2018-09-12,153.0
13.392,Standard Class,Corporate,East,Office Supplies,Art,2018-04-12,2018-09-12,153.0
23.92,Standard Class,Corporate,East,Office Supplies,Paper,2018-04-12,2018-09-12,153.0
255.968,Standard Class,Corporate,East,Technology,Accessories,2018-04-12,2018-09-12,153.0
21.552,First Class,Consumer,West,Office Supplies,Binders,2017-05-06,2017-07-06,61.0
58.24,First Class,Consumer,West,Office Supplies,Appliances,2017-05-06,2017-07-06,61.0
80.28,First Class,Home Office,West,Office Supplies,Paper,2017-10-12,2017-12-12,61.0
37.94,First Class,Home Office,East,Office Supplies,Paper,2016-08-05,2016-10-05,61.0
115.296,Standard Class,Corporate,Central,Office Supplies,Paper,2018-06-08,2018-11-08,153.0
2479.96,Standard Class,Consumer,Central,Technology,Phones,2018-02-12,2018-06-12,120.0
179.94,First Class,Consumer,South,Technology,Accessories,2017-06-06,2017-07-06,30.0
26.85,First Class,Consumer,South,Technology,Accessories,2017-06-06,2017-07-06,30.0
323.37,First Class,Consumer,South,Technology,Accessories,2017-06-06,2017-07-06,30.0
59.94,First Class,Consumer,South,Office Supplies,Paper,2017-06-06,2017-07-06,30.0
64.14,First Class,Consumer,South,Office Supplies,Binders,2017-06-06,2017-07-06,30.0
11.67,First Class,Consumer,South,Office Supplies,Binders,2017-06-06,2017-07-06,30.0
12.96,First Class,Consumer,South,Office Supplies,Paper,2017-06-06,2017-07-06,30.0
25.16,First Class,Consumer,West,Furniture,Furnishings,2018-07-09,2018-08-09,31.0
126.56,First Class,Consumer,West,Technology,Phones,2018-07-09,2018-08-09,31.0
10.16,Second Class,Corporate,South,Furniture,Furnishings,2018-02-10,2018-06-10,120.0
6.48,Standard Class,Consumer,West,Office Supplies,Paper,2016-06-12,2016-10-12,122.0
1325.85,Standard Class,Consumer,West,Office Supplies,Storage,2016-06-12,2016-10-12,122.0
14.94,Standard Class,Consumer,West,Office Supplies,Labels,2016-06-12,2016-10-12,122.0
98.376,Standard Class,Corporate,East,Office Supplies,Paper,2015-05-12,2015-09-12,123.0
29.94,Standard Class,Corporate,East,Office Supplies,Binders,2015-05-12,2015-09-12,123.0
17.472,Standard Class,Corporate,East,Office Supplies,Paper,2015-05-12,2015-09-12,123.0
36.738,Standard Class,Corporate,East,Technology,Phones,2015-05-12,2015-09-12,123.0
179.94,Standard Class,Corporate,East,Technology,Phones,2015-05-12,2015-09-12,123.0
19.98,Standard Class,Home Office,East,Furniture,Furnishings,2018-04-10,2018-08-10,122.0
34.05,Second Class,Consumer,West,Office Supplies,Storage,2017-08-12,2017-11-12,92.0
352.38,Second Class,Consumer,West,Office Supplies,Storage,2017-08-12,2017-11-12,92.0
55.984,Same Day,Consumer,East,Office Supplies,Art,2015-03-10,2015-03-10,0.0
14.48,Same Day,Consumer,East,Office Supplies,Envelopes,2015-03-10,2015-03-10,0.0
142.488,Same Day,Consumer,East,Technology,Accessories,2015-03-10,2015-03-10,0.0
590.352,Standard Class,Corporate,East,Office Supplies,Binders,2016-03-12,2016-07-12,122.0
7.78,Standard Class,Consumer,West,Office Supplies,Appliances,2016-06-12,2016-11-12,153.0
53.04,First Class,Consumer,East,Technology,Accessories,2016-05-10,2016-07-10,61.0
117.96,Standard Class,Consumer,East,Office Supplies,Storage,2017-02-02,2017-07-02,150.0
152.8,First Class,Home Office,Central,Office Supplies,Binders,2016-05-12,2016-06-12,31.0
82.56,Standard Class,Home Office,West,Office Supplies,Binders,2018-03-09,2018-08-09,153.0
284.97,Standard Class,Home Office,West,Technology,Accessories,2018-03-09,2018-08-09,153.0
11.12,First Class,Home Office,East,Office Supplies,Art,2018-02-04,2018-05-04,89.0
7.04,Second Class,Home Office,South,Furniture,Furnishings,2017-01-04,2017-05-04,120.0
192.22,Standard Class,Corporate,South,Furniture,Furnishings,2016-04-01,2016-09-01,153.0
19.44,Standard Class,Consumer,West,Office Supplies,Paper,2018-02-11,2018-07-11,150.0
40.99,Standard Class,Corporate,East,Office Supplies,Paper,2018-06-10,2018-11-10,153.0
2.94,Standard Class,Corporate,West,Office Supplies,Art,2015-04-11,2015-11-11,214.0
355.36,Second Class,Consumer,West,Furniture,Furnishings,2016-09-06,2016-11-06,61.0
140.376,Second Class,Consumer,West,Technology,Phones,2016-09-06,2016-11-06,61.0
15.84,Standard Class,Consumer,South,Office Supplies,Paper,2015-02-04,2015-08-04,181.0
1049.93,Standard Class,Consumer,South,Technology,Phones,2015-02-04,2015-08-04,181.0
154.9,Standard Class,Consumer,South,Office Supplies,Appliances,2015-02-04,2015-08-04,181.0
98.352,Same Day,Consumer,West,Office Supplies,Binders,2016-05-11,2016-05-11,0.0
71.088,Second Class,Consumer,West,Furniture,Tables,2017-05-05,2017-07-05,61.0
11.84,Same Day,Consumer,Central,Office Supplies,Labels,2017-05-11,2017-05-11,0.0
35.88,Standard Class,Consumer,West,Office Supplies,Paper,2018-03-11,2018-08-11,153.0
11.64,Standard Class,Consumer,East,Office Supplies,Supplies,2015-03-11,2015-08-11,153.0
5.94,Standard Class,Home Office,East,Technology,Phones,2015-01-03,2015-05-03,120.0
619.95,Second Class,Corporate,Central,Technology,Accessories,2016-09-10,2016-12-10,91.0
29.16,Second Class,Corporate,Central,Technology,Phones,2016-09-10,2016-12-10,91.0
57.96,Second Class,Corporate,Central,Office Supplies,Envelopes,2016-09-10,2016-12-10,91.0
29.403,Second Class,Corporate,Central,Office Supplies,Appliances,2016-09-10,2016-12-10,91.0
946.344,Standard Class,Corporate,Central,Technology,Phones,2016-04-05,2016-08-05,122.0
249.584,Standard Class,Consumer,South,Technology,Phones,2017-08-12,2017-12-12,122.0
68.112,Standard Class,Consumer,South,Technology,Accessories,2017-08-12,2017-12-12,122.0
16.56,Standard Class,Consumer,South,Technology,Accessories,2017-08-12,2017-12-12,122.0
866.4,Standard Class,Consumer,South,Furniture,Chairs,2017-03-02,2017-10-02,214.0
1448.82,First Class,Corporate,East,Furniture,Chairs,2016-03-11,2016-05-11,61.0
353.88,Second Class,Consumer,West,Office Supplies,Storage,2016-10-09,2016-12-09,61.0
85.2,Second Class,Corporate,Central,Technology,Accessories,2018-08-09,2018-12-09,122.0
15.528,Standard Class,Consumer,East,Office Supplies,Binders,2017-04-12,2017-08-12,122.0
104.85,Standard Class,Consumer,West,Office Supplies,Paper,2017-04-12,2017-09-12,153.0
71.976,Standard Class,Consumer,West,Technology,Machines,2016-02-04,2016-09-04,213.0
217.764,Standard Class,Consumer,West,Furniture,Bookcases,2018-02-10,2018-08-10,181.0
39.072,Standard Class,Consumer,West,Office Supplies,Supplies,2018-02-10,2018-08-10,181.0
22.638,Standard Class,Consumer,West,Office Supplies,Binders,2018-02-10,2018-08-10,181.0
95.144,Standard Class,Consumer,West,Office Supplies,Art,2018-02-10,2018-08-10,181.0
12.192,Second Class,Consumer,South,Office Supplies,Paper,2017-04-09,2017-07-09,91.0
87.168,Second Class,Consumer,South,Office Supplies,Appliances,2017-04-09,2017-07-09,91.0
31.744,Second Class,Consumer,South,Office Supplies,Art,2017-04-09,2017-07-09,91.0
132.224,Standard Class,Corporate,South,Furniture,Furnishings,2017-06-02,2017-11-02,153.0
19.44,First Class,Home Office,East,Office Supplies,Paper,2016-02-07,2016-03-07,29.0
26.136,Same Day,Consumer,East,Office Supplies,Appliances,2015-02-05,2015-02-05,0.0
419.4,Second Class,Home Office,East,Office Supplies,Paper,2018-03-09,2018-06-09,92.0
90.801,Second Class,Home Office,East,Furniture,Chairs,2018-03-09,2018-06-09,92.0
181.764,Second Class,Home Office,East,Furniture,Chairs,2018-03-09,2018-06-09,92.0
5.56,Second Class,Home Office,East,Office Supplies,Art,2018-03-09,2018-06-09,92.0
581.96,Standard Class,Consumer,Central,Furniture,Tables,2017-03-12,2017-07-12,122.0
29.98,Standard Class,Consumer,Central,Furniture,Chairs,2017-03-12,2017-07-12,122.0
33.488,Standard Class,Corporate,Central,Office Supplies,Storage,2016-05-08,2016-11-08,184.0
23.04,Standard Class,Corporate,Central,Office Supplies,Supplies,2016-05-08,2016-11-08,184.0
1.362,Standard Class,Corporate,Central,Office Supplies,Binders,2016-05-08,2016-11-08,184.0
